-48.6335729158,34.0754315735,159.1956229088,52.840231968,35.8995810766
-48.6335726744,34.0733231733,159.1959530084,52.8382744645,35.900655309
-48.6335580963,34.0589011499,159.1982063406,52.8248979994,35.9080098096
-48.6334108327,34.0206799097,159.2041393452,52.789560523,35.9275548741
-48.6326972643,33.9478055359,159.2152987759,52.7226371877,35.9650349936
-48.6303553138,33.8296664492,159.2329801897,52.6154009368,36.0263768924
-48.6242991668,33.6554593969,159.258182908,52.4600807461,36.1180876112
-48.6109521455,33.4137715381,159.2915714614,52.250071507,36.2476532193
-48.5847162127,33.092242897,159.3334543047,51.9803764258,36.4238825036
-48.5373966698,32.6773785202,159.3837911888,51.6483478131,36.657126793
-48.4576240605,32.1545846975,159.4422408842,51.2547469728,36.9592876415
-48.330350345,31.5085050701,159.5082608088,50.8050633496,37.3435030172
-48.1365366495,30.7237249462,159.5812693957,50.3109209981,37.8233901676
-47.8531836165,29.7858894754,159.6608807299,49.7912782635,38.4117351929
-47.4538669358,28.683238848,159.7472191977,49.2730387023,39.1185733578
-46.9099153585,27.4085014646,159.8413196388,48.7906972354,39.9487119101
-46.1923007419,25.9610116898,159.9456150634,48.3847911478,40.89890336
-45.2742108854,24.348848634,160.06450699,48.0992016451,41.9550526267
-44.1341769087,22.5907499304,160.2049979114,47.9776712019,43.0899873371
-42.7595701964,20.7175671699,160.377334065,48.0601298999,44.2623841663
-41.1503081305,18.7731246972,160.5955526099,48.3794555293,45.4173866107
-39.3227339649,16.8145420389,160.8777488105,48.959118979,46.4892537488
-37.3138665342,14.9123889249,161.2457848709,49.8118650107,47.4060462245
-35.186548584,13.1514428683,161.724073108,50.9392223945,48.0958969927
-33.036476083,11.6332643339,162.3370050952,52.3312032898,48.4938409323
-31.0027122134,10.4822027299,163.1045698129,53.9648865157,48.5474523791
-29.284103859,9.8565589306,164.0356689528,55.7994191313,48.2184629474
-28.1647380339,9.9655484859,165.1185117226,57.7629410481,47.4755786509
-28.050416643,11.0869727028,166.307238237,59.7234932796,46.2702150982
-29.5076218165,13.559138256,167.5042103359,61.4305074943,44.4838240076
-33.2524818882,17.6624252657,168.5414609532,62.4073166667,41.8523948599
-39.9178506266,23.2441330685,169.1809825348,61.785356086,37.9848302213
-49.3409113344,29.2234933518,169.1792255689,58.1917880104,32.829471532
-59.780803385,33.963545812,168.4233992303,50.2820999248,27.5601884563
-68.6825716535,36.6889202615,167.0071701716,38.8614706384,24.185570156
-74.5998330263,37.8204043871,165.1499609208,28.0978049676,23.4968753221
-77.5846883023,38.065947277,163.0801465072,21.3469077092,24.6854382362
-78.3173440618,37.8929888469,160.9831847429,18.5596443819,26.7338893881
-77.4895861746,37.5324881549,158.9966358431,18.3937957814,29.0397673059
-75.6341037042,37.0913727622,157.2179069109,19.7376657679,31.2987456146
-73.1322144751,36.6255460537,155.7117831338,21.9163832955,33.3464055449
-70.2557904694,36.173215983,154.5157865462,24.5549834522,35.0870493811
-67.2031898992,35.7671647234,153.6440542838,27.4482180795,36.468610563
-64.1238161835,35.4375055049,153.0906013123,30.4800906549,37.4734629388
-61.1335900787,35.2104337438,152.8325810921,33.5785357573,38.1130851041
-58.3241319235,35.1054721227,152.8338910563,36.6900047851,38.4225791694
-55.7676870425,35.1324487026,153.0492166353,39.76483992,38.4540764399
-53.519154876,35.289006394,153.4283725115,42.7490389822,38.2692813249
-51.6162117516,35.559320946,153.9206162492,45.5808713855,37.9319808237
-50.0784053328,35.9146111961,154.4785171354,48.1921274275,37.5016014751
-48.9061413113,36.3157808231,155.0609825835,50.5137890806,37.0288218743
-48.0805339023,36.7180719165,155.635167062,52.4849506562,36.5537723227
-47.5649780705,37.0770230963,156.1771785346,54.0626072906,36.1065573259
-47.3088926193,37.3545330887,156.6717014351,55.2293541293,35.709077183
-47.253402775,37.5236913824,157.1108168013,55.9966115368,35.3768620602
-47.3380138087,37.5713709579,157.4923786668,56.402495009,35.1200523756
-47.5069181388,37.4982596507,157.8182914607,56.5051542259,34.9434660632
-47.713697096,37.3167281646,158.0929488414,56.3736039969,34.8463335768
-47.9237488921,37.0473960014,158.3219811688,56.0784171057,34.8224008955
-48.1144828665,36.7153423832,158.5113552823,55.6842000822,34.8607696282
-48.2738454294,36.3466981032,158.6667985436,55.244856806,34.9473937868
-48.3979415776,35.9660219558,158.7934829851,54.8016882439,35.0668706963
-48.4884367352,35.5945641593,158.8958969057,54.3837114363,35.2041280218
-48.5502064384,35.2493224107,158.9778389151,54.0093235142,35.3457371584
-48.5894716452,34.9427076899,159.0424836301,53.688506876,35.4807526095
-48.6124824627,34.6826257911,159.0924830402,53.4250057845,35.6011068411
-48.6247078212,34.4728105175,159.1300802035,53.2181605759,35.7016565778
-48.6304399304,34.3132879469,159.157221591,53.0642868866,35.7799912979
-48.6327093889,34.2008918584,159.1756611462,52.9576144205,35.8361006191
-48.633411804,34.1297807797,159.1870533453,52.8908639681,35.8719740112
-48.6335581233,34.091925123,159.1930346094,52.8555623228,35.8911859445
-48.6335726745,34.0775393727,159.1952927298,52.8421894126,35.8985073918
-48.6335729158,34.0754315735,159.1956229088,52.840231968,35.8995810766
